X,Y
3.535285255200851,0.0033128289875915306
3.51133256980959,-0.006231246465873431
3.4904256252485597,-0.021397126898362376
3.4724623062204425,-0.039988537510897364
3.456965729250431,-0.060693976071784395
3.443532413215556,-0.08279917663841645
3.4319310322874315,-0.10592034601066845
3.423524288329923,-0.1302417031578912
3.4156679650069974,-0.15489171529911622
3.4089535030428824,-0.17987706720135663
3.4038441411723857,-0.20523696514747614
3.4005548110051897,-0.23089030137716898
3.3993694076526757,-0.2567282959305246
3.399369176,-0.2826032198877621
3.399369176,-0.30847814384699923
3.399369176,-0.3343530678062363
3.399369176,-0.36022799176547343
3.399369176,-0.38610291572471056
3.399369176,-0.41197783968394763
3.399369176,-0.43785276364318476
3.399369176,-0.463727687602422
3.399369176,-0.48960261156165913
3.399369176,-0.5154775355208963
3.399369176,-0.5413524594801333
3.399369176,-0.5672273834393705
3.399369176,-0.5931023073986076
3.399369176,-0.6189772313578447
3.399369176,-0.6448521553170818
3.399369176,-0.6707270792763189
3.399369176,-0.696602003235556
3.399369176,-0.7224769271947931
3.3993886985462294,-0.7483518234801111
3.404576265260894,-0.7734231481850913
3.416279638101403,-0.796496570148816
3.431154781053901,-0.8176157958703799
3.4493428715119925,-0.835959288512797
3.4692432351916334,-0.8524891547081722
3.4904930307319124,-0.867238504771212
3.512694978998743,-0.8805158937725338
3.5354742271250923,-0.8927819535738667
3.5590544868652167,-0.9034114661079438
3.583244907369581,-0.9125899250540522
3.607333997745969,-0.9220329352404465
3.6316878616670865,-0.9307526844335121
3.656548642059111,-0.9379191935242388
3.6814452084606706,-0.9449662644259863
3.7063032662673936,-0.9521487630986857
3.7311320413211195,-0.9594314878918873
3.7558501247839056,-0.9670793067019468
3.780377825644412,-0.9753163115531707
3.804755733597167,-0.9839896316528561
3.8291704881706714,-0.992557508918811
3.85373032749124,-1.000700187488198
3.878141934171537,-1.0092708976298863
3.901852439864351,-1.0196135347593858
3.9249941008939553,-1.0311828969064132
3.947855174387447,-1.0433012876246441
3.970402783957048,-1.055993071341107
3.9926356739594415,-1.0692277809752666
4.014544067611134,-1.0829925430751803
4.036009892204139,-1.0974381877213495
4.057107442881091,-1.1124173854198722
4.07800661018936,-1.1276728056576522
4.098718421416802,-1.1431812398571237
4.118880128471382,-1.1593952607371203
4.138100312943327,-1.1767100734659033
4.1569999375446125,-1.1943816917795802
4.176133208017073,-1.2117996792264345
4.19407202828615,-1.230432782140083
4.210929933553243,-1.250058667942837
4.22722238391045,-1.270159601685763
4.242991339761977,-1.2906732463792154
4.258388886104731,-1.3114677047586238
4.273678716781289,-1.3323418815745998
4.2889438710269,-1.3532336768747295
4.303439553878176,-1.3746602701338755
4.316610031092626,-1.3969259259327231
4.328761478784063,-1.419768425702024
4.340155653244549,-1.442998016423696
4.350965536797116,-1.4665056851677967
4.361290018684897,-1.490231098110217
4.37085066269915,-1.5142733611571486
4.379718508025835,-1.5385800931126008
4.38810425987242,-1.5630578310833587
4.39565707749387,-1.5878036428080247
4.402009366434755,-1.6128829656744532
4.407755568610095,-1.638111558991093
4.414061977214929,-1.6632037452892372
4.420052901679484,-1.6883668450533973
4.423924178325622,-1.7139404784338987
4.42682361154574,-1.739650705093593
4.42797549990673,-1.7654917463943287
4.428043011,-1.7913661932079108
4.428043011,-1.817241117167148
4.428043011,-1.8431160411263847
4.427293412556037,-1.8689744756632731
4.42515631225064,-1.894757769475205
4.422296171330373,-1.9204739805409723
4.418799487687937,-1.9461080336008403
4.414119530236062,-1.9715531162208635
4.408663330282271,-1.9968456445248972
4.402897934768776,-2.022070074204043
4.396930654394561,-2.0472470636779256
4.390463694170735,-2.072299800270097
4.383235951751908,-2.097143369548893
4.374982612566394,-2.1216623158559877
4.36542976878957,-2.1457035565317937
4.354750427812537,-2.1692698186368538
4.343263351116378,-2.192454139281365
4.3312835708931985,-2.2153874061816197
4.318521929736951,-2.237893500836073
4.304931261065203,-2.259910910155997
4.2909391273978015,-2.2816759835310294
4.276822761239845,-2.303360970090415
4.262519826343241,-2.3249230831651726
4.247742608888682,-2.34616179086547
4.232274676967768,-2.3669009692129697
4.216026166911891,-2.3870360611299253
4.199012582802325,-2.4065288208946187
4.181316149556422,-2.425402449053758
4.162935809615489,-2.4436116158771317
4.143915717635579,-2.461152793342146
4.1244110549879345,-2.478153388197225
4.104447634944233,-2.494612031973525
4.083999724515966,-2.510466240397281
4.063212629686691,-2.5258736225433926
4.042211975881611,-2.5409886283299516
4.020941974341906,-2.5557218783268443
3.9992389079284094,-2.5698084337407243
3.9772023711217646,-2.5833679801167526
3.954871075777624,-2.596436019780717
3.932162304775006,-2.608836170639317
3.909008436649742,-2.620380674039894
3.8855006264970195,-2.631190212178939
3.8618556290246477,-2.641698566241251
3.838209610583031,-2.6522044407238345
3.814361872600474,-2.6622386696785307
3.7901710488331557,-2.6714170942355895
3.765691064641288,-2.6797940058877523
3.740902884196856,-2.687202467372421
3.715861094857893,-2.6937108078226006
3.6907229013615623,-2.699841288722779
3.665578827829066,-2.7059472944983836
3.6403431775477535,-2.7116576100074523
3.6149708978599393,-2.716731397975023
3.589481586612102,-2.721170644097373
3.563822821788993,-2.7244875541218443
3.5380883574766826,-2.727157198910569
3.5122355940555043,-2.7280008490292826
3.4863607107941914,-2.728017167
3.460485786834954,-2.728017167
3.434610862875717,-2.728017167
3.4087359389164797,-2.728017167
3.3828661234225437,-2.7277404086465764
3.3570563652088423,-2.725968187616814
3.331321614863255,-2.723278744041573
3.3056609456993487,-2.7199771528578593
3.28013070830454,-2.715775235443058
3.254723214085666,-2.710886655447821
3.2295158934229025,-2.705053835061703
3.20439212823779,-2.6988645984436195
3.1792756222913736,-2.6926461316226704
3.154253639283473,-2.68605937803191
3.129351344240411,-2.679033543493955
3.104590195095933,-2.671527101030365
3.0801598878127674,-2.6630114257670003
3.056231060106937,-2.653178741078681
3.0326585458136166,-2.642510638416456
3.0092061033185944,-2.6315793123381086
2.985793415387383,-2.620563108155273
2.9624179214823583,-2.6094682051497085
2.9390793397482904,-2.5982958438741517
2.9157807418628465,-2.5870403385485377
2.8925180363232226,-2.5757108535719277
2.869290793860507,-2.564308831295126
2.8461006774102064,-2.552831478266926
2.822946476973059,-2.541281850541871
2.7998262599729973,-2.5296643447984195
2.776740115604993,-2.5179792627913695
2.7536897404441336,-2.506223780865717
2.730671747267864,-2.494405027379004
2.7076856204726547,-2.4825244071443753
2.6847332199984675,-2.4705787554077636
